name,search,url
Maritime Transport,"""Maritime Transport""",https://www.google.com/alerts/feeds/07456959579114045064/3884974630882720526
Shipping Industry,"""Shipping Industry""",https://www.google.com/alerts/feeds/07456959579114045064/2162454563702149653
International Maritime Organization,"""International Maritime Organization""",https://www.google.com/alerts/feeds/07456959579114045064/2669209663526337487
Biofuels & Shipping,Biofuels AND Shipping,https://www.google.com/alerts/feeds/07456959579114045064/5440961860400446302
IMO & Shipping,"""IMO"" AND Shipping",https://www.google.com/alerts/feeds/07456959579114045064/13749199496088332936
Sustainable Marine Fuel,"""Sustainable Marine Fuel""",https://www.google.com/alerts/feeds/07456959579114045064/14280782290393885903
Original Search,IMO shipping emissions net zero,https://www.google.com/alerts/feeds/07456959579114045064/7957908663745711871
ShippingWatch,RSS Feed,https://rss-feed-api.aws.jyllands-posten.dk/shippingwatch.com/latest
TradeWinds News,RSS Feed,https://services.tradewindsnews.com/api/feed/rss
