name,search,url
California,"Federal Education Funding AND (""Palm Springs"" OR ""Bakersfield"" OR ""Fresno"")",https://www.google.com/alerts/feeds/07456959579114045064/10802909110390488096
Kindango,Kindango,https://www.google.com/alerts/feeds/07456959579114045064/507805841108209591
Scott Moore,"Scott Moore AND (Kindango OR ""Early Childhood Education"")",https://www.google.com/alerts/feeds/07456959579114045064/12673232559371132832
Early Childhood Education,"Early Childhood Education OR (""Early Childhood Education"" AND (California OR Headstart OR Congress))",https://www.google.com/alerts/feeds/07456959579114045064/1609250088679026612
Research Partners,"(""Early Childhood Education"" OR Kindango) AND (""Dana Suskind"" OR ""Alicia Lieberman"" OR ""Angela Duckworth"" OR ""Carol Dweck"" OR ""Patricia Kuhl"")",https://www.google.com/alerts/feeds/07456959579114045064/3928517770740762310
