name,search,url
Sheldon Krantz,"""Sheldon Krantz""",https://www.google.com/alerts/feeds/07456959579114045064/1435219837042951406
Affordable Justice,Affordable AND Justice,https://www.google.com/alerts/feeds/07456959579114045064/662903685307600326
Middle Class Affordability,middle class affordability,https://www.google.com/alerts/feeds/07456959579114045064/7346415002125869111
Affordability Crisis,affordability crisis,https://www.google.com/alerts/feeds/07456959579114045064/10267729218275292477
Access to Justice,"""access to justice""",https://www.google.com/alerts/feeds/07456959579114045064/1580781766817572362
Legal Aid with Legal Fees,"""legal aid""  ""legal fees""",https://www.google.com/alerts/feeds/07456959579114045064/2981486322318908127
Pro Se,"""pro se""  ""civil right to counsel"" ",https://www.google.com/alerts/feeds/07456959579114045064/1668984383721892008
Consumer Debt,"""consumer debt"" evictions",https://www.google.com/alerts/feeds/07456959579114045064/9442958685666536777
