name,search,url
California,California AND (Headstart OR education funding OR early childhood education OR Kidango),https://www.google.com/alerts/feeds/07456959579114045064/7744674080015913692
Kindango,Kindango,https://www.google.com/alerts/feeds/07456959579114045064/507805841108209591
Scott Moore,"Scott Moore AND (Kindango OR ""Early Childhood Education"")",https://www.google.com/alerts/feeds/07456959579114045064/12673232559371132832
Early Childhood Education,"Early Childhood Education OR (""Early Childhood Education"" AND (California OR Headstart OR ""Head Start"" OR Congress))",https://www.google.com/alerts/feeds/07456959579114045064/1609250088679026612
Research Partners,"(""Early Childhood Education"" OR Kindango) AND (""Dana Suskind"" OR ""Alicia Lieberman"" OR ""Angela Duckworth"" OR ""Carol Dweck"" OR ""Patricia Kuhl"")",https://www.google.com/alerts/feeds/07456959579114045064/3928517770740762310
